COBERTURA,ID_ENTIDAD,ID_MUNICIPIO,ANIO,MES,ID_HORA,ID_MINUTO,ID_DIA,DIASEMANA,URBANA,SUBURBANA,TIPACCID,AUTOMOVIL,CAMPASAJ,MICROBUS,PASCAMION,OMNIBUS,TRANVIA,CAMIONETA,CAMION,TRACTOR,FERROCARRI,MOTOCICLET,BICICLETA,OTROVEHIC,CAUSAACCI,CAPAROD,SEXO,ALIENTO,CINTURON,ID_EDAD,CONDMUERTO,CONDHERIDO,PASAMUERTO,PASAHERIDO,PEATMUERTO,PEATHERIDO,CICLMUERTO,CICLHERIDO,OTROMUERTO,OTROHERIDO,NEMUERTO,NEHERIDO,CLASACC,ESTATUS,CONTEO
Municipal,9,3,2021,9,24,"	01","	01",Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Mujer,Se ignora,Se ignora,19,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,3,2021,9,24,"	40","	21",Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,60,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,3,2021,9,24,"	50","	22",Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,0,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Sí,63,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,3,2021,11,24,"	40","	14",Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Sí,31,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,4,2021,1,24,"	51","	16",Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con ciclista,1,0,0,0,0,0,0,0,0,0,0,1,0,Conductor,Pavimentada,Hombre,No,Se ignora,62,0,0,0,0,0,0,1,0,0,0,0,0,Fatal,Cifras Definitivas,1.00
Municipal,9,4,2021,3,24,"	36","	01",lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,34,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,1.00
Municipal,9,5,2021,1,24,"	25","	02",Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,No,26,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,5,2021,1,24,"	23","	03",Domingo,Accidente en intersección,Sin accidente en esta zona,Volcadura,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Hombre,Se ignora,No,26,1,0,1,0,0,0,0,0,0,0,0,0,Fatal,Cifras Definitivas,1.00
Municipal,9,5,2021,1,24,"	42","	13",Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,0,2,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,54,0,0,0,10,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,1.00
Municipal,9,5,2021,1,24,"	20","	31",Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,44,0,2,0,2,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,1.00
Municipal,9,5,2021,2,24,"	01","	08",lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,28,1,0,0,0,0,0,0,0,0,0,0,0,Fatal,Cifras Definitivas,1.00
Municipal,9,5,2021,2,24,"	05","	08",lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,4,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Mujer,No,Sí,44,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,5,2021,2,24,"	06","	08",lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,3,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,26,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,5,2021,2,24,"	58","	21",Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,5,2021,2,24,"	58","	26",Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con peatón (atropellamiento),1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,1,0,0,0,0,0,0,No fatal,Cifras Definitivas,1.00
Municipal,9,5,2021,3,24,"	15","	06",Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Mujer,No,Sí,40,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,5,2021,4,24,"	30","	15",Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,1,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,1.00
Municipal,9,5,2021,4,24,"	36","	29",Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Sí,47,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,5,2021,5,24,"	30","	01",Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,40,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,1.00
Municipal,9,5,2021,6,24,"	10","	19",Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,30,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,5,2021,7,24,"	22","	01",Jueves,Accidente en no intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Mujer,Se ignora,Se ignora,37,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,5,2021,7,24,"	25","	10",Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,1.00
Municipal,9,5,2021,7,24,"	28","	12",lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,3,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,37,0,3,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,1.00
Municipal,9,5,2021,7,24,"	50","	25",Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Sí,30,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,5,2021,8,24,"	48","	13",Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con peatón (atropellamiento),1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,1,0,0,0,0,0,0,No fatal,Cifras Definitivas,1.00
Municipal,9,5,2021,8,24,"	10","	16",lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Sí,31,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,5,2021,8,24,"	57","	18",Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con peatón (atropellamiento),1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,1,0,0,0,0,0,0,No fatal,Cifras Definitivas,1.00
Municipal,9,5,2021,8,24,"	05","	20",Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,0,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Sí,41,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,5,2021,8,24,"	20","	23",lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Sí,62,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,5,2021,8,24,"	11","	28",Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con peatón (atropellamiento),1,0,0,0,0,0,0,0,0,0,0,0,0,Peatón o pasajero,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,1,0,0,0,0,0,0,No fatal,Cifras Definitivas,1.00
Municipal,9,5,2021,9,24,"	40","	26",Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,0,0,1,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Sí,34,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,5,2021,10,24,"	20","	12",Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,1,0,1,0,0,0,0,Conductor,Pavimentada,Hombre,No,Sí,48,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,5,2021,11,24,"	10","	16",Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,0,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Sí,47,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,5,2021,11,24,"	00","	21",Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Sí,65,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,5,2021,12,24,"	15","	17",Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,47,0,2,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,1.00
Municipal,9,6,2021,1,24,"	20","	08",Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,0,0,0,0,0,0,0,0,1,0,0,0,0,Conductor,Pavimentada,Hombre,No,Sí,40,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,6,2021,1,24,"	15","	20",Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Sí,26,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,6,2021,5,24,"	00","	08",Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,0,0,0,0,0,0,0,0,1,0,0,0,0,Conductor,Pavimentada,Hombre,No,Sí,42,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,6,2021,5,24,"	50","	13",Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,33,0,2,0,2,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,1.00
Municipal,9,6,2021,6,24,"	50","	13",Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Se ignora,31,0,0,0,2,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,1.00
Municipal,9,6,2021,12,24,"	40","	06",lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,29,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,1.00
Municipal,9,6,2021,12,24,"	10","	13",lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Sí,57,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,7,2021,2,24,"	50","	05",Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,3,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Mujer,No,Sí,29,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,7,2021,3,24,"	20","	02",Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Sí,40,0,0,0,4,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,1.00
Municipal,9,7,2021,3,24,"	54","	02",Martes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Hombre,Se ignora,Se ignora,20,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,7,2021,4,24,"	20","	26",lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,0,0,0,0,0,1,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Sí,27,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,7,2021,5,24,"	30","	06",Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Sí,43,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,7,2021,5,24,"	02","	13",Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,1,Conductor,Pavimentada,Hombre,No,Sí,45,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,7,2021,5,24,"	20","	16",Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Sí,30,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,7,2021,6,24,"	27","	05",Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,7,2021,6,24,"	10","	20",Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Mujer,No,Sí,30,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,7,2021,6,24,"	45","	20",Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Sí,27,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,7,2021,7,24,"	00","	09",Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,0,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Mujer,No,Sí,18,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,7,2021,7,24,"	30","	30",Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Sí,17,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,7,2021,8,24,"	00","	05",Jueves,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,1,1,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Sí,23,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,7,2021,8,24,"	11","	06",Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,7,2021,8,24,"	56","	23",lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,0,0,1,0,0,1,0,0,0,0,0,0,0,Conductor,Pavimentada,Se fugó,Se ignora,Se ignora,0,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,7,2021,9,24,"	10","	10",Viernes,Accidente en intersección,Sin accidente en esta zona,Colisión con motocicleta,1,0,0,0,0,0,0,0,0,0,1,0,0,Conductor,Pavimentada,Hombre,No,Sí,41,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,7,2021,9,24,"	33","	11",Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,No,24,0,1,0,0,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,1.00
Municipal,9,7,2021,9,24,"	10","	20",lunes,Accidente en intersección,Sin accidente en esta zona,Colisión con objeto fijo,1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Sí,40,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,7,2021,9,24,"	30","	25",Sabado,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,Sí,30,0,0,0,0,0,0,0,0,0,0,0,0,Sólo daños,Cifras Definitivas,1.00
Municipal,9,7,2021,10,24,"	08","	06",Miercoles,Accidente en intersección,Sin accidente en esta zona,Colisión con peatón (atropellamiento),1,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,No,32,0,0,0,0,0,1,0,0,0,0,0,0,No fatal,Cifras Definitivas,1.00
Municipal,9,7,2021,10,24,"	30","	17",Domingo,Accidente en intersección,Sin accidente en esta zona,Colisión con vehículo automotor,2,0,0,0,0,0,0,0,0,0,0,0,0,Conductor,Pavimentada,Hombre,No,No,40,0,0,0,1,0,0,0,0,0,0,0,0,No fatal,Cifras Definitivas,1.00
